tipo,subtipo,ubicacion,ciudad,hora,lat,lon
HAZARD,HAZARD_ON_ROAD_POT_HOLE,La Galaxia,Maipú,2025-06-02T20:59:57,-33.5105,-70.794509
CHIT_CHAT,,Roman Spech,Quinta Normal,2025-06-03T23:25:48,-33.426322,-70.68209
JAM,,,Recoleta,2025-06-03T23:45:10,-33.38244,-70.640658
ACCIDENT,ACCIDENT_MAJOR,Dr. Sótero del Río,La Florida,2025-06-03T23:45:00,-33.539518,-70.59246
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Lo Espejo,Lo Espejo,2025-06-03T22:35:05,-33.538581,-70.687056
ROAD_CLOSED,ROAD_CLOSED_EVENT,Salida > San Javier,,2025-02-01T00:55:37,-33.621131,-70.859475
ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Olmos,"Malloco, Peñaflor",2025-04-16T04:10:29,-33.616932,-70.875204
CHIT_CHAT,,Av. Macul,Macul,2025-06-03T23:29:23,-33.505879,-70.591367
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Vecinal,San Joaquín,2025-06-03T16:12:14,-33.501978,-70.624309
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Américo Vespucio,Pudahuel,2025-06-03T22:59:27,-33.416186,-70.783429
JAM,JAM_HEAVY_TRAFFIC,Túnel San Cristóbal,,2025-06-03T23:45:53,-33.414502,-70.613997
JAM,JAM_STAND_STILL_TRAFFIC,Av. Walker Martínez,La Florida,2025-06-03T23:49:42,-33.522619,-70.580966
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Marco Antonio,Maipú,2025-05-31T13:27:11,-33.541939,-70.76882
JAM,,Cacique Colin,Lampa,2025-06-03T23:48:14,-33.286003,-70.761821
JAM,JAM_STAND_STILL_TRAFFIC,Camino El Bosque,Maipú,2025-06-03T23:34:41,-33.547745,-70.790226
JAM,JAM_STAND_STILL_TRAFFIC,Av. Consistorial,Peñalolén,2025-06-03T23:35:32,-33.508799,-70.554109
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T13:21:44,-33.396926,-70.670756
POLICE,,Av. Vitacura,Providencia,2025-06-03T23:48:05,-33.417796,-70.605257
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Santa Isabel,Lampa,2025-05-27T15:33:18,-33.308433,-70.734164
JAM,JAM_HEAVY_TRAFFIC,Av. Manquehue,Las Condes,2025-06-03T23:33:41,-33.401777,-70.569935
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Mercedes Fontecilla,Pedro Aguirre Cerda,2025-06-03T18:31:47,-33.492648,-70.673737
HAZARD,HAZARD_ON_ROAD_POT_HOLE,La Estera,Lampa,2025-06-03T21:45:46,-33.325189,-70.729907
JAM,JAM_HEAVY_TRAFFIC,Av. El Cerro,Providencia,2025-06-03T23:21:39,-33.415916,-70.610845
JAM,,Valenzuela Puelma,La Reina,2025-06-03T23:41:45,-33.433934,-70.541959
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T13:26:54,-33.392276,-70.674236
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Tobalaba,Peñalolén,2025-04-29T12:48:12,-33.486414,-70.558484
JAM,,Padre Hurtado,La Reina,2025-06-03T23:40:50,-33.43273,-70.538483
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,,2024-06-26T21:08:54,-33.382259,-70.682391
HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Av. Libertador Bernardo O'Higgins,Santiago,2025-04-22T13:00:00,-33.447374,-70.666404
POLICE,,Ruta G-182 / Camino a Lampa,,2025-06-03T21:55:31,-33.405275,-70.782752
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Anique,Maipú,2025-06-01T22:42:26,-33.489981,-70.775544
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Ruta 57 CH / Autopista Los Libertadores,,2025-06-03T23:48:29,-33.362506,-70.689731
JAM,JAM_STAND_STILL_TRAFFIC,San José,San Bernardo,2025-06-03T23:28:12,-33.602956,-70.686248
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Gustavo Campaña,San Bernardo,2025-06-03T17:18:43,-33.603208,-70.682027
JAM,JAM_STAND_STILL_TRAFFIC,Av. Costanera Andrés Bello,Las Condes,2025-06-03T23:21:17,-33.410744,-70.602934
JAM,JAM_STAND_STILL_TRAFFIC,Av. Pedro Fontova,Conchalí,2025-06-03T23:20:32,-33.371909,-70.671158
JAM,JAM_HEAVY_TRAFFIC,Autopista Kennedy,,2025-06-03T23:33:38,-33.408118,-70.599991
JAM,JAM_HEAVY_TRAFFIC,Av. Américo Vespucio,Quilicura,2025-06-03T23:48:40,-33.380055,-70.752952
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Roberto Simpson Claro,San Bernardo,2025-06-03T02:29:07,-33.542738,-70.715965
JAM,JAM_STAND_STILL_TRAFFIC,Manuel Vélez Samaniego,Las Condes,2025-06-03T23:41:59,-33.396901,-70.50191
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Los Tréboles,El Bosque,2025-06-03T12:14:03,-33.557619,-70.67647
JAM,JAM_HEAVY_TRAFFIC,Av. El Cerro,Providencia,2025-06-03T23:32:20,-33.416323,-70.608663
ACCIDENT,,Av. Américo Vespucio,Quilicura,2025-06-03T23:45:55,-33.373354,-70.744951
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Los Boteros,Peñalolén,2025-06-03T14:30:49,-33.510353,-70.570961
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Las Zarcillas,La Florida,2025-05-29T19:12:46,-33.511477,-70.584934
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Ruta 76 / Camino San Alberto Hurtado,,2025-06-03T23:26:46,-33.557327,-70.800065
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Providencia - Vitacura - Kennedy por Túnel San Cristóbal,,2025-05-23T16:31:49,-33.394889,-70.62375
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Julio Montt Salamanca,Conchalí,2025-06-03T23:47:23,-33.372541,-70.691233
POLICE,,Pasaje Tamarindo,Peñalolén,2025-06-03T23:32:04,-33.468294,-70.563575
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Chorrillos 3,,2025-05-30T20:08:33,-33.343024,-70.820868
JAM,JAM_STAND_STILL_TRAFFIC,Ruta 76 / Camino a Melipilla,,2025-06-03T23:49:05,-33.532584,-70.764622
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Claudio Arrau,Pudahuel,2025-05-30T13:45:05,-33.45347,-70.743438
JAM,JAM_STAND_STILL_TRAFFIC,Autopista Vespucio Norte,,2025-06-03T23:13:57,-33.372306,-70.730991
ROAD_CLOSED,ROAD_CLOSED_EVENT,Negrete,Conchalí,2024-12-17T14:59:07,-33.396267,-70.671402
CHIT_CHAT,,Av. Tobalaba,Peñalolén,2025-06-03T23:35:46,-33.474161,-70.555429
JAM,,Cacique Colin,Lampa,2025-06-03T23:45:20,-33.279271,-70.755293
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Ángel Pimentel,Puente Alto,2025-05-31T02:24:48,-33.588493,-70.566263
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T13:26:54,-33.392827,-70.673901
ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Aromos,"Malloco, Peñaflor",2025-04-15T17:44:42,-33.614812,-70.876155
POLICE,,Av. María Rozas Velásquez,Lo Prado,2025-06-03T23:51:07,-33.455871,-70.705846
CHIT_CHAT,,Autopista Vespucio Norte,,2025-06-03T23:22:57,-33.371434,-70.738748
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Camino Lo Boza,Renca,2025-06-03T23:51:11,-33.389054,-70.755769
JAM,JAM_HEAVY_TRAFFIC,Av. Tobalaba,Peñalolén,2025-06-03T22:52:58,-33.472186,-70.554493
JAM,JAM_STAND_STILL_TRAFFIC,Ruta 79,,2025-06-03T23:27:11,-33.585905,-70.610223
JAM,JAM_HEAVY_TRAFFIC,General San Martín,Colina,2025-06-03T23:30:48,-33.241365,-70.697921
JAM,JAM_HEAVY_TRAFFIC,Paso bajo nivel / Alonso de Ercilla,La Florida,2025-06-03T23:45:07,-33.51506,-70.591404
JAM,JAM_STAND_STILL_TRAFFIC,Autopista Vespucio Norte,,2025-06-03T23:42:05,-33.373643,-70.720662
JAM,JAM_HEAVY_TRAFFIC,Santa Rosa,Batuco,2025-06-03T23:33:19,-33.236336,-70.769053
JAM,,Salida 24 > Santa Elena / Centro Comercial,,2025-06-03T23:33:07,-33.476213,-70.757544
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Chorrillos 3,,2025-05-30T12:33:52,-33.350482,-70.821261
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T14:35:02,-33.472782,-70.748545
CHIT_CHAT,,Diagonal Oriente,Ñuñoa,2025-06-03T23:36:39,-33.458626,-70.573423
HAZARD,HAZARD_ON_ROAD_POT_HOLE,El Chercán,Maipú,2025-05-27T15:04:56,-33.481026,-70.735793
JAM,JAM_STAND_STILL_TRAFFIC,Lo Marcoleta,Quilicura,2025-06-03T23:47:15,-33.357307,-70.720536
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Gabriela,La Pintana,2025-06-03T23:45:52,-33.583885,-70.615196
JAM,JAM_HEAVY_TRAFFIC,Av. Presidente Eduardo Frei Montalva,Quilicura,2025-06-03T23:47:43,-33.360528,-70.703168
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Catedral,Santiago,2025-06-03T23:38:37,-33.43736,-70.651226
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Altamirano,Independencia,2025-06-02T16:30:35,-33.407125,-70.672329
JAM,JAM_STAND_STILL_TRAFFIC,Ruta G-30 / Camino a Lonquén,,2025-06-03T23:27:54,-33.530759,-70.732043
JAM,JAM_STAND_STILL_TRAFFIC,Autopista Kennedy,,2025-06-03T23:38:20,-33.407252,-70.596556
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Ruta 76 / Camino a Melipilla,,2025-06-03T23:36:28,-33.528273,-70.758046
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T04:00:00,-33.474695,-70.748857
JAM,,Salida 8A / Ruta 5 Sur - Alameda,,2025-06-03T23:51:40,-33.367331,-70.700608
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Los Trapenses,Lo Barnechea,2025-06-03T23:51:44,-33.342077,-70.54595
HAZARD,HAZARD_WEATHER_HEAVY_SNOW,Av. Manquehue Sur,Las Condes,2025-06-03T23:53:29,-33.41435,-70.565646
JAM,,Camino Lo Boza,Pudahuel,2025-06-03T23:25:17,-33.375535,-70.779103
POLICE,,Ruta G-30 / Camino a Lonquén,,2025-06-03T23:51:45,-33.628753,-70.804068
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-18T03:59:40,-33.474695,-70.748857
JAM,JAM_HEAVY_TRAFFIC,Costanera Norte,,2025-06-03T23:17:28,-33.389769,-70.599308
POLICE,,Calle 150,Peñalolén,2025-06-03T23:52:59,-33.464532,-70.56039
POLICE,,Av. Cristóbal Colón,Las Condes,2025-06-03T23:52:18,-33.42333,-70.578416
ACCIDENT,,Camino Lo Boza,Renca,2025-06-03T23:52:55,-33.388689,-70.756378
JAM,,Monseñor Edwards,La Reina,2025-06-03T23:51:54,-33.433957,-70.560318
JAM,JAM_STAND_STILL_TRAFFIC,Av. Walker Martínez,La Florida,2025-06-03T23:54:02,-33.522562,-70.579022
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Santa Graciela,Lampa,2025-05-31T11:25:55,-33.26032,-70.752601
JAM,,Av. Francisco Bilbao,Providencia,2025-06-03T23:39:20,-33.433799,-70.587156
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T14:35:02,-33.470679,-70.748175
JAM,JAM_HEAVY_TRAFFIC,Padre Hurtado,La Reina,2025-06-03T23:39:10,-33.429822,-70.539253
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Ruta 68,,2025-06-03T23:53:50,-33.439262,-70.812273
POLICE,,,La Florida,2025-06-03T23:55:16,-33.535604,-70.555673
CHIT_CHAT,,Autopista Vespucio Norte,,2025-06-03T23:53:41,-33.373258,-70.722719
ACCIDENT,,Av. del Valle,Chicureo,2025-06-03T23:55:00,-33.273322,-70.65666
HAZARD,HAZARD_WEATHER_FOG,Dalmacia,Providencia,2025-06-03T23:35:32,-33.444291,-70.615216
JAM,JAM_HEAVY_TRAFFIC,Augusto Leguía Norte,Las Condes,2025-06-03T23:25:47,-33.415931,-70.597676
POLICE,POLICE_HIDING,Frankfort,San Miguel,2025-06-03T23:26:09,-33.496344,-70.644283
HAZARD,HAZARD_ON_ROAD,Ruta 79,,2025-06-03T23:55:02,-33.601348,-70.605572
JAM,,Av. José Arrieta,La Reina,2025-06-03T23:52:36,-33.462584,-70.557346
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. La Travesía,Pudahuel,2025-06-03T23:09:59,-33.458499,-70.733903
POLICE,,Claudio Gay,Santiago,2025-06-03T23:46:58,-33.456836,-70.67293
JAM,JAM_STAND_STILL_TRAFFIC,Lo Marcoleta,Quilicura,2025-06-03T23:43:18,-33.357042,-70.718294
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T04:00:00,-33.474695,-70.748857
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Lo Boza,Renca,2025-06-03T23:55:19,-33.392806,-70.749881
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-18T03:59:40,-33.474695,-70.748857
JAM,JAM_STAND_STILL_TRAFFIC,Plaza Ercilla,Santiago,2025-06-03T23:54:52,-33.457489,-70.660494
JAM,JAM_STAND_STILL_TRAFFIC,Autopista Vespucio Norte,,2025-06-03T23:42:05,-33.373797,-70.71936
JAM,JAM_STAND_STILL_TRAFFIC,Av. Echeñique,Ñuñoa,2025-06-03T23:54:18,-33.446646,-70.583593
JAM,JAM_STAND_STILL_TRAFFIC,Av. Vitacura,Las Condes,2025-06-03T23:56:44,-33.415179,-70.603997
JAM,JAM_HEAVY_TRAFFIC,Matías Cousiño,Peñalolén,2025-06-03T23:56:37,-33.492134,-70.554911
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Costanera Norte,,2025-06-03T23:56:36,-33.411873,-70.758603
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Antonio Varas,Providencia,2025-06-03T23:55:56,-33.443541,-70.612229
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-18T03:59:40,-33.474695,-70.748857
JAM,JAM_HEAVY_TRAFFIC,Alcalde Manuel de la Lastra,La Reina,2025-06-03T23:56:05,-33.43345,-70.554713
JAM,JAM_HEAVY_TRAFFIC,Matías Cousiño,Peñalolén,2025-06-03T23:56:37,-33.491945,-70.554974
JAM,JAM_STAND_STILL_TRAFFIC,José Miguel Carrera,La Florida,2025-06-03T23:56:42,-33.550234,-70.58903
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T04:00:00,-33.474695,-70.748857
JAM,JAM_STAND_STILL_TRAFFIC,San Alberto Hurtado,Estación Central,2025-06-03T23:56:00,-33.467439,-70.688421
ACCIDENT,,Av. Américo Vespucio > Poniente,,2025-06-03T23:55:53,-33.531155,-70.682537
POLICE,,Morandé,Santiago,2025-06-03T23:57:42,-33.442075,-70.653357
JAM,JAM_STAND_STILL_TRAFFIC,Sucre,Ñuñoa,2025-06-03T23:59:22,-33.448106,-70.600412
JAM,JAM_HEAVY_TRAFFIC,Av. Macul,Macul,2025-06-03T23:57:55,-33.484398,-70.599391
JAM,JAM_HEAVY_TRAFFIC,Av. El Peral,Puente Alto,2025-06-03T23:59:01,-33.570847,-70.552958
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T04:00:00,-33.474695,-70.748857
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-18T03:59:40,-33.474695,-70.748857
JAM,JAM_STAND_STILL_TRAFFIC,Av. Américo Vespucio,Quilicura,2025-06-03T23:58:47,-33.371941,-70.709052
POLICE,,Las Garzas,Las Condes,2025-06-03T23:58:55,-33.412309,-70.564628
CHIT_CHAT,,Hermanos Amunátegui,Santiago,2025-06-03T23:59:12,-33.437831,-70.6569
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Salida 12 / Lo Echevers,Quilicura,2025-06-03T23:59:20,-33.373277,-70.744749
JAM,JAM_STAND_STILL_TRAFFIC,Costanera Norte,,2025-06-04T00:00:34,-33.38908,-70.59982
POLICE,,Pío Nono,Recoleta,2025-06-04T00:00:45,-33.432101,-70.636035
JAM,,Astro Rey,Maipú,2025-06-04T00:01:24,-33.541942,-70.788871
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-18T03:59:40,-33.474695,-70.748857
POLICE,,Dr. Sótero del Río,La Florida,2025-06-04T00:00:00,-33.539226,-70.601816
JAM,,Av. Francisco Bilbao,Providencia,2025-06-03T23:39:20,-33.434025,-70.587381
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T04:00:00,-33.47558,-70.748952
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Los Boteros,Peñalolén,2025-06-03T22:50:59,-33.510578,-70.570996
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Caletera Acceso Sur,Puente Alto,2025-06-04T00:00:59,-33.577849,-70.611273
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T04:00:00,-33.474695,-70.748857
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Alcalde Fernando Castillo Velasco,La Reina,2025-06-04T00:01:01,-33.451141,-70.544391
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Retorno Pajaritos,Maipú,2025-06-04T00:00:24,-33.491934,-70.755152
JAM,JAM_HEAVY_TRAFFIC,Autopista Central - Eje Gral. Velásquez,,2025-06-04T00:01:44,-33.385142,-70.697101
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T14:35:02,-33.471714,-70.748344
CHIT_CHAT,,Av. Américo Vespucio,Quilicura,2025-06-03T23:49:49,-33.3739,-70.712659
JAM,JAM_HEAVY_TRAFFIC,Autopista Kennedy,,2025-06-03T23:33:38,-33.407995,-70.598688
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Presidente Eduardo Frei Montalva,Independencia,2025-06-03T23:59:58,-33.417973,-70.678195
JAM,JAM_STAND_STILL_TRAFFIC,Av. Echeñique,Ñuñoa,2025-06-03T23:54:18,-33.446675,-70.584405
HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Av. Libertador Bernardo O'Higgins,Santiago,2025-04-22T13:00:00,-33.446171,-70.661693
POLICE,,Av. La Paz,Independencia,2025-06-03T23:37:09,-33.42982,-70.651634
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Independencia,,2025-06-03T23:54:37,-33.38553,-70.679443
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Pajaritos,Maipú,2025-06-04T00:03:21,-33.47793,-70.741599
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-18T03:59:40,-33.474695,-70.748857
JAM,,Cacique Colin,Lampa,2025-06-04T00:02:00,-33.27348,-70.85081
CHIT_CHAT,,Av. Apoquindo,Las Condes,2025-06-04T00:03:43,-33.417417,-70.598789
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T14:35:02,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T04:05:26,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T04:00:00,-33.474695,-70.748857
HAZARD,HAZARD_ON_ROAD_OBJECT,Autopista Central,,2025-06-04T00:03:08,-33.414236,-70.679292
JAM,,Av. Américo Vespucio,Pudahuel,2025-06-04T00:01:54,-33.389468,-70.764151
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-18T03:59:40,-33.474695,-70.748857
POLICE,,Costanera Norte Río Maipo,Puente Alto,2025-06-03T23:54:00,-33.630991,-70.588094
JAM,,Av. Américo Vespucio,Quilicura,2025-06-03T23:47:38,-33.371556,-70.736021
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Parque de Lota,San Bernardo,2025-06-03T23:26:55,-33.618366,-70.704347
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T04:00:00,-33.474695,-70.748857
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Pajaritos,Maipú,2025-06-04T00:05:28,-33.468074,-70.7318
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T14:35:02,-33.471714,-70.748344
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Las Cañas,Independencia,2025-06-03T15:01:00,-33.409711,-70.674656
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Los Presidentes,Peñalolén,2025-05-30T00:51:35,-33.488878,-70.550093
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Siglo XX,Maipú,2025-06-01T17:22:23,-33.520242,-70.782585
ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Olmos,"Malloco, Peñaflor",2025-04-16T04:10:29,-33.616829,-70.875809
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Isabel Riquelme,San Miguel,2025-06-03T23:58:55,-33.4773,-70.654554
JAM,JAM_HEAVY_TRAFFIC,Caletera Poniente Autopista Acceso Sur,Puente Alto,2025-06-04T00:04:06,-33.617234,-70.599841
JAM,,Salida 8A / Ruta 5 Sur - Alameda,,2025-06-03T23:51:40,-33.367451,-70.700344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T04:05:26,-33.471714,-70.748344
JAM,JAM_STAND_STILL_TRAFFIC,Autopista Vespucio Norte,,2025-06-03T23:54:13,-33.373235,-70.711395
JAM,JAM_HEAVY_TRAFFIC,Autopista Vespucio Norte,,2025-06-03T23:53:23,-33.368133,-70.70331
JAM,JAM_STAND_STILL_TRAFFIC,Av. Pajaritos,Maipú,2025-06-04T00:04:50,-33.472395,-70.737317
HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Av. Libertador Bernardo O'Higgins,Santiago,2025-04-22T13:00:00,-33.447282,-70.666042
POLICE,,Monseñor Edwards,La Reina,2025-06-03T23:58:13,-33.435454,-70.560616
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Claudio Arrau,Pudahuel,2025-05-15T14:34:15,-33.448891,-70.767285
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,San Miguel,Colina,2025-06-03T23:52:57,-33.210949,-70.716697
JAM,JAM_STAND_STILL_TRAFFIC,Guardiamarina Riquelme,Quilicura,2025-06-03T23:35:14,-33.369239,-70.735465
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Américo Vespucio,Pudahuel,2025-06-04T00:07:23,-33.416186,-70.783429
JAM,JAM_STAND_STILL_TRAFFIC,Autopista Vespucio Norte,,2025-06-04T00:07:09,-33.373495,-70.744952
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T14:35:02,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-18T03:59:40,-33.474695,-70.748857
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Vespucio Norte,,2025-06-04T00:07:12,-33.369508,-70.705376
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Pdte. Jorge Alessandri Rodríguez,San Bernardo,2025-06-04T00:07:13,-33.585147,-70.714717
JAM,JAM_STAND_STILL_TRAFFIC,Av. Américo Vespucio Norte,Las Condes,2025-06-04T00:07:17,-33.411136,-70.585932
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T04:05:26,-33.471714,-70.748344
POLICE,,Av. Padre Hurtado,El Bosque,2025-06-04T00:07:50,-33.569121,-70.672993
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T04:00:00,-33.474695,-70.748857
POLICE,,Av. Padre Hurtado,El Bosque,2025-06-04T00:07:35,-33.568445,-70.672809
JAM,JAM_HEAVY_TRAFFIC,Av. Departamental,La Florida,2025-06-04T00:09:52,-33.511778,-70.559466
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T04:05:26,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T14:35:02,-33.471714,-70.748344
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-18T03:59:40,-33.474695,-70.748857
HAZARD,HAZARD_ON_ROAD,Av. Francisco Bilbao,La Reina,2025-06-04T00:08:42,-33.431454,-70.579142
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Quilín Norte,Peñalolén,2025-06-04T00:09:43,-33.491446,-70.560071
JAM,JAM_HEAVY_TRAFFIC,Av. Departamental,Macul,2025-06-04T00:08:14,-33.510143,-70.590336
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T04:00:00,-33.474695,-70.748857
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-18T04:00:00,-33.474695,-70.748857
JAM,,Av. Manuel Rodríguez,Maipú,2025-06-04T00:10:47,-33.498368,-70.760253
ROAD_CLOSED,ROAD_CLOSED_EVENT,Aves del Paraíso,Maipú,2025-04-18T04:05:26,-33.471714,-70.748344
CHIT_CHAT,,Beauchef,Santiago,2025-06-03T23:56:22,-33.457687,-70.663988
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Mateo de Toro y Zambrano,San Bernardo,2025-06-03T21:28:09,-33.613638,-70.703724
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,Conchalí,2024-06-06T13:21:43,-33.397088,-70.670678
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Independencia,,2024-06-06T13:21:43,-33.384003,-70.680889
POLICE,,Av. La Travesía,Pudahuel,2025-06-03T23:50:26,-33.453594,-70.762939
ROAD_CLOSED,ROAD_CLOSED_EVENT,Av. Hugo Bravo,Maipú,2025-04-18T03:59:40,-33.474695,-70.748857
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Padre Hurtado,San Bernardo,2025-06-04T00:10:03,-33.638987,-70.672743
ROAD_CLOSED,ROAD_CLOSED_EVENT,Longitudinal,Maipú,2025-04-03T14:35:02,-33.471714,-70.748344
JAM,JAM_STAND_STILL_TRAFFIC,Av. Costanera Sur,Cerro Navia,2025-06-04T00:02:06,-33.413268,-70.72341
JAM,JAM_HEAVY_TRAFFIC,Mariano Sánchez Fontecilla,Peñalolén,2025-06-03T23:27:24,-33.489663,-70.558248
POLICE,,San Alfonso,Santiago,2025-06-03T23:59:28,-33.469653,-70.67294
POLICE,,Av. Manquehue Sur,Las Condes,2025-06-03T23:58:02,-33.410722,-70.56668
